Iteration no,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,
21,14.01751536,6.905751695,6.905751695,14.01751536,14.01751536,6.905751695,14.01751536,14.01751536,6.717545083,14.01751536,14.01751536,6.905751695,14.01751536,9.907088632,6.47382959,15.76606426,14.01751536,14.01751536,14.01751536,14.01751536,6.905751695,6.905751695,14.01751536,14.01751536,4.384854086,15.76606426,14.01751536,14.01751536,14.01751536,6.905751695,14.01751536,14.01751536,6.905751695,15.76606426,14.01751536,14.01751536,14.01751536,14.01751536,6.717545083,6.905751695,14.01751536,6.717545083,6.905751695,14.01751536,6.905751695,14.01751536,14.01751536,14.01751536,6.905751695,6.717545083,6.905751695,12.35059021,14.01751536,6.905751695,14.01751536,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,14.01751536,15.76606426,14.01751536,14.11712809,4.802045292,14.01751536,14.01751536,6.905751695,14.01751536,15.76606426,4.35542962,14.01751536,6.905751695,14.01751536,14.01751536,18.17097951,14.01751536,6.905751695,14.01751536,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,14.01751536,6.905751695,9.650387796,14.01751536,6.905751695,14.01751536,14.01751536,6.905751695,6.905751695,6.905751695,14.01751536,6.905751695,,20,11.34745036
22,14.01751536,6.905751695,6.905751695,14.01751536,14.01751536,6.905751695,14.01751536,14.01751536,6.717545083,14.01751536,14.01751536,6.905751695,14.01751536,9.907088632,6.47382959,15.76606426,14.01751536,15.76606426,14.01751536,14.01751536,6.905751695,6.905751695,14.01751536,14.01751536,4.384854086,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,14.01751536,14.01751536,6.905751695,15.76606426,14.01751536,14.01751536,14.01751536,15.76606426,6.717545083,6.905751695,14.01751536,6.717545083,6.905751695,14.01751536,6.905751695,14.01751536,14.01751536,14.01751536,6.905751695,6.717545083,6.905751695,12.35059021,14.01751536,6.905751695,14.01751536,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,14.01751536,15.76606426,14.01751536,14.11712809,4.802045292,14.01751536,14.01751536,6.905751695,14.01751536,15.76606426,4.35542962,14.01751536,6.905751695,14.01751536,14.01751536,18.17097951,14.01751536,6.905751695,14.01751536,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,14.01751536,6.905751695,9.650387796,14.01751536,6.905751695,14.01751536,14.01751536,6.905751695,6.905751695,6.905751695,14.01751536,6.905751695,,21,11.39990682
23,18.17097951,6.905751695,6.905751695,14.01751536,14.01751536,6.905751695,14.01751536,15.76606426,6.717545083,14.01751536,15.76606426,6.905751695,14.01751536,9.907088632,6.47382959,15.76606426,14.01751536,15.76606426,14.01751536,14.01751536,6.905751695,6.905751695,15.76606426,14.01751536,4.384854086,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,14.01751536,14.01751536,14.01751536,15.76606426,6.717545083,6.905751695,14.01751536,6.717545083,6.905751695,14.01751536,6.905751695,14.01751536,14.01751536,14.01751536,6.905751695,14.01751536,6.905751695,12.35059021,14.01751536,6.905751695,15.76606426,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,14.01751536,15.76606426,14.01751536,14.11712809,4.802045292,14.01751536,14.01751536,6.905751695,14.01751536,15.76606426,4.35542962,14.01751536,6.905751695,14.01751536,14.01751536,18.17097951,14.01751536,6.905751695,14.01751536,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,14.01751536,6.905751695,9.650387796,14.01751536,6.905751695,14.01751536,14.01751536,6.905751695,6.905751695,6.905751695,14.01751536,6.905751695,,22,11.60186861
24,18.17097951,6.905751695,6.905751695,14.01751536,14.01751536,6.905751695,14.01751536,15.76606426,6.717545083,14.01751536,15.76606426,6.905751695,15.76606426,9.907088632,6.47382959,15.76606426,14.01751536,15.76606426,16.8510332,14.01751536,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,14.01751536,14.01751536,14.01751536,15.76606426,6.717545083,6.905751695,14.01751536,6.717545083,6.905751695,15.76606426,6.905751695,14.01751536,14.01751536,14.01751536,6.905751695,14.01751536,6.905751695,14.01751536,14.01751536,6.905751695,15.76606426,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,14.01751536,15.76606426,15.76606426,14.11712809,4.802045292,14.01751536,14.01751536,6.905751695,14.01751536,15.76606426,4.35542962,14.01751536,6.905751695,14.01751536,14.01751536,18.17097951,14.01751536,6.905751695,14.01751536,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,15.76606426,6.905751695,9.650387796,14.01751536,6.905751695,14.01751536,15.76606426,6.905751695,6.905751695,6.905751695,14.01751536,6.905751695,,23,11.75178598
25,18.17097951,6.905751695,6.905751695,15.76606426,16.8510332,6.905751695,18.17097951,15.76606426,6.717545083,14.01751536,15.76606426,6.905751695,15.76606426,9.907088632,6.47382959,15.76606426,14.01751536,15.76606426,16.8510332,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.717545083,6.905751695,15.76606426,6.717545083,6.905751695,15.76606426,6.905751695,14.01751536,15.76606426,15.76606426,6.905751695,14.01751536,6.905751695,14.01751536,14.01751536,6.905751695,15.76606426,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.11712809,4.802045292,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,15.76606426,14.01751536,18.17097951,14.01751536,6.905751695,14.01751536,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,15.76606426,6.905751695,9.650387796,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,14.01751536,15.76606426,6.905751695,,24,12.17910492
26,18.17097951,6.905751695,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,14.01751536,15.76606426,6.905751695,15.76606426,9.907088632,6.47382959,15.76606426,15.76606426,15.76606426,18.17097951,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.717545083,6.905751695,15.76606426,6.717545083,6.905751695,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,6.905751695,14.01751536,14.01751536,6.905751695,15.76606426,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.11712809,4.802045292,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,15.76606426,14.01751536,18.17097951,14.01751536,6.905751695,14.01751536,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,15.76606426,6.905751695,9.650387796,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,14.01751536,15.76606426,6.905751695,,25,12.25796032
27,18.17097951,6.905751695,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,15.76606426,15.76606426,6.905751695,15.76606426,9.907088632,6.47382959,15.76606426,15.76606426,15.76606426,18.17097951,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.717545083,6.905751695,15.76606426,6.717545083,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,14.01751536,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.11712809,4.802045292,16.8510332,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,15.76606426,14.01751536,18.17097951,15.76606426,6.905751695,15.76606426,6.717545083,4.35542962,6.905751695,15.76606426,9.650387796,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,14.01751536,15.76606426,6.905751695,,26,12.47102636
28,18.17097951,6.905751695,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,15.76606426,15.76606426,6.905751695,15.76606426,9.907088632,6.47382959,15.76606426,15.76606426,15.76606426,18.17097951,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,15.76606426,14.01751536,16.8510332,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,6.717545083,14.01751536,15.76606426,6.717545083,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,16.8510332,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.11712809,4.802045292,16.8510332,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,15.76606426,14.01751536,18.17097951,15.76606426,6.905751695,15.76606426,6.717545083,4.35542962,6.905751695,15.76606426,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,6.905751695,,27,12.67745661
29,18.17097951,14.01751536,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,15.76606426,15.76606426,6.905751695,15.76606426,9.907088632,6.47382959,15.76606426,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,15.76606426,14.01751536,16.8510332,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,15.76606426,16.8510332,6.717545083,14.01751536,15.76606426,6.717545083,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,6.905751695,14.01751536,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.11712809,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,18.17097951,14.01751536,18.17097951,15.76606426,6.905751695,15.76606426,6.717545083,4.35542962,6.905751695,15.76606426,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,6.905751695,,28,12.8207217
30,18.17097951,14.01751536,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,15.76606426,15.76606426,6.905751695,16.8510332,9.907088632,6.47382959,15.76606426,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,4.384854086,15.76606426,15.76606426,14.01751536,16.8510332,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,15.76606426,16.8510332,6.717545083,15.76606426,15.76606426,6.717545083,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,16.8510332,18.17097951,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,18.53448595,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,18.17097951,14.01751536,18.17097951,16.8510332,6.905751695,15.76606426,6.717545083,4.35542962,6.905751695,15.76606426,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,6.905751695,,29,13.00353296
31,18.17097951,14.01751536,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,18.17097951,15.76606426,6.905751695,16.8510332,9.907088632,6.47382959,15.76606426,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,14.01751536,15.76606426,15.76606426,4.384854086,15.76606426,15.76606426,14.01751536,16.8510332,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,6.717545083,6.905751695,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,14.01751536,14.01751536,15.76606426,6.905751695,15.76606426,18.17097951,18.17097951,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,18.17097951,14.01751536,18.17097951,16.8510332,6.905751695,15.76606426,6.717545083,4.35542962,6.905751695,15.76606426,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,14.01751536,,30,13.2141304
32,18.17097951,14.01751536,6.905751695,15.76606426,18.17097951,6.905751695,18.17097951,15.76606426,6.717545083,18.17097951,15.76606426,6.905751695,16.8510332,9.907088632,6.47382959,15.76606426,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,14.01751536,15.76606426,15.76606426,4.384854086,15.76606426,15.76606426,16.8510332,18.17097951,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,6.717545083,14.01751536,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,14.01751536,16.8510332,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,18.17097951,14.01751536,18.53448595,16.8510332,6.905751695,16.8510332,6.717545083,4.35542962,16.8510332,18.17097951,14.01751536,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,16.8510332,,31,13.65599618
33,18.17097951,15.76606426,16.8510332,15.76606426,18.17097951,14.01751536,18.17097951,15.76606426,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,6.47382959,18.17097951,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,14.01751536,15.76606426,15.76606426,4.384854086,15.76606426,16.8510332,18.17097951,18.17097951,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,6.717545083,14.01751536,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,14.01751536,16.8510332,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,15.76606426,14.01751536,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,15.76606426,4.35542962,18.17097951,6.905751695,18.17097951,14.01751536,,16.8510332,6.905751695,16.8510332,6.717545083,4.35542962,16.8510332,18.17097951,15.76606426,15.76606426,6.905751695,14.01751536,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,16.8510332,,32,13.87850057
34,18.17097951,15.76606426,16.8510332,15.76606426,18.17097951,14.01751536,18.17097951,15.76606426,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,6.47382959,18.17097951,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,15.76606426,18.17097951,15.76606426,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,14.01751536,16.8510332,6.905751695,15.76606426,16.8510332,15.76606426,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,6.717545083,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,15.76606426,16.8510332,6.905751695,15.76606426,15.76606426,18.17097951,14.01751536,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,16.8510332,6.905751695,16.8510332,6.717545083,4.35542962,16.8510332,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,16.8510332,,33,14.10148312
35,18.53448595,15.76606426,16.8510332,15.76606426,18.17097951,14.01751536,18.17097951,15.76606426,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,16.8510332,18.17097951,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,15.76606426,18.17097951,15.76606426,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,14.01751536,18.17097951,6.905751695,15.76606426,16.8510332,15.76606426,15.76606426,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,15.76606426,16.8510332,6.905751695,15.76606426,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,16.8510332,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,14.01751536,15.76606426,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,18.17097951,,34,14.36644002
36,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,16.8510332,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,16.8510332,15.76606426,18.17097951,15.76606426,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,14.01751536,18.17097951,6.905751695,15.76606426,16.8510332,15.76606426,15.76606426,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,16.8510332,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,16.8510332,18.17097951,18.17097951,15.76606426,16.8510332,6.905751695,15.76606426,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,15.76606426,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,16.8510332,16.8510332,15.76606426,6.905751695,6.905751695,15.76606426,15.76606426,18.17097951,,35,14.52242672
37,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,16.8510332,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,15.76606426,18.53448595,15.76606426,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,14.01751536,18.17097951,6.905751695,15.76606426,16.8510332,15.76606426,18.17097951,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,16.8510332,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,18.17097951,18.53448595,18.17097951,15.76606426,16.8510332,6.905751695,15.76606426,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,18.17097951,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,16.8510332,15.76606426,6.905751695,6.905751695,15.76606426,18.53448595,18.17097951,,36,14.64758085
38,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,15.76606426,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,14.01751536,18.17097951,6.905751695,15.76606426,16.8510332,15.76606426,18.17097951,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,15.76606426,16.8510332,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,15.76606426,16.8510332,6.905751695,16.8510332,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,18.17097951,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,16.8510332,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,37,14.63930958
39,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,14.01751536,18.17097951,6.905751695,15.76606426,16.8510332,15.76606426,18.17097951,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,18.17097951,16.8510332,15.76606426,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,15.76606426,16.8510332,6.905751695,16.8510332,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,18.17097951,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,16.8510332,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,38,14.71446318
40,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,18.53448595,18.17097951,6.905751695,15.76606426,16.8510332,18.17097951,18.17097951,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,18.17097951,16.8510332,18.53448595,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,15.76606426,16.8510332,6.905751695,16.8510332,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,15.76606426,,4.802045292,18.17097951,18.17097951,6.905751695,15.76606426,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,16.8510332,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,39,14.81540388
41,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,18.53448595,18.17097951,6.905751695,15.76606426,16.8510332,18.17097951,18.17097951,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,15.76606426,18.17097951,16.8510332,,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,18.17097951,,18.17097951,15.76606426,16.8510332,6.905751695,16.8510332,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,16.8510332,,4.802045292,18.53448595,18.17097951,6.905751695,16.8510332,18.17097951,4.35542962,18.17097951,6.905751695,18.17097951,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,16.8510332,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,40,14.80292348
42,18.53448595,15.76606426,18.17097951,15.76606426,18.17097951,15.76606426,18.17097951,18.17097951,6.717545083,18.17097951,15.76606426,6.905751695,18.17097951,9.907088632,18.17097951,18.17097951,18.17097951,18.17097951,18.53448595,18.17097951,6.905751695,15.76606426,18.17097951,18.17097951,4.384854086,15.76606426,18.17097951,18.17097951,18.17097951,6.905751695,18.53448595,18.17097951,6.905751695,15.76606426,16.8510332,18.17097951,18.17097951,18.17097951,6.717545083,15.76606426,18.17097951,6.717545083,18.17097951,18.17097951,18.17097951,,15.76606426,15.76606426,6.905751695,15.76606426,15.76606426,18.17097951,18.17097951,6.905751695,18.53448595,,18.17097951,15.76606426,16.8510332,6.905751695,16.8510332,15.76606426,18.17097951,15.76606426,15.76606426,15.76606426,16.8510332,,4.802045292,,18.17097951,6.905751695,18.17097951,18.17097951,4.35542962,18.17097951,6.905751695,18.53448595,15.76606426,,18.17097951,6.905751695,16.8510332,6.717545083,4.35542962,18.17097951,18.17097951,15.76606426,15.76606426,6.905751695,15.76606426,18.17097951,18.17097951,18.17097951,16.8510332,6.905751695,6.905751695,16.8510332,,18.17097951,,41,14.83867034
