Iteration no,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,,,
74,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,73,14.16739048
75,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,74,14.16739048
76,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,75,14.16739048
77,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,76,14.17496353
78,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.17097951,,6.905751695,,,,,,6.905751695,6.905751695,,,,,77,14.08220773
79,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,18.53448595,,6.905751695,,,,,,6.905751695,6.905751695,,,,,78,14.08994191
80,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,79,13.99332139
81,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,80,13.99332139
82,18.53448595,18.53448595,18.53448595,18.53448595,18.17097951,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,6.905751695,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,81,13.99332139
83,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.17097951,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,18.53448595,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,82,14.25402227
84,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,18.53448595,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,83,14.06771725
85,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,84,13.96383891
86,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,85,13.96383891
87,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,86,13.96383891
88,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,87,13.96383891
89,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,6.717545083,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,88,13.96383891
90,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,89,14.23865149
91,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,90,14.13636971
92,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,91,14.13636971
93,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,92,14.13636971
94,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,6.905751695,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,93,14.13636971
95,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,18.53448595,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,94,14.41324434
96,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,95,14.59635392
97,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,96,14.59635392
98,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,97,14.59635392
99,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,98,14.59635392
100,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,99,14.59635392
101,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,6.905751695,,,,,,6.905751695,6.905751695,,,,,100,14.59635392
102,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,18.53448595,,,,,,6.905751695,6.905751695,,,,,101,14.87998158
103,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,6.905751695,,,,,102,14.78861897
104,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,18.53448595,,,,,103,15.07933733
105,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,6.717545083,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,104,14.99074377
106,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,18.53448595,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,105,15.29374226
107,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,106,15.20845953
108,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,107,15.20845953
109,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,108,15.20845953
110,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,6.905751695,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,109,15.20845953
111,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,18.53448595,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,110,15.51447885
112,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,111,15.43285704
113,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,112,15.43285704
114,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,6.905751695,,,,,,6.717545083,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,113,15.43285704
115,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,18.53448595,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,6.905751695,,,,,,114,16.06652393
116,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,4.384854086,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,18.53448595,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.905751695,,,,,,,,,4.802045292,,,,,,4.35542962,,,,,,,,,6.717545083,4.35542962,,,,,,,,,,,18.53448595,,,,,,115,16.25774708
